varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 15:03:43
Start_of_run,18-May-2015 20:00:00
End_of_run,20-May-2015 05:58:50
Risk factor,0.747268310799705
endHEHcyp,38958966997.0313
endTHtosh,29112801458.373
endpot,2.0846348992e+15
mkHEHcyp,1.83845048539867e-05
meanerrorCyp,0.0108272983712168
comberrorCyp,0.106551538656274
mkTHto3V,1.37545965707131e-05
meanerrorTosh,0.00716139792934063
seucyp,256595.333333333
seutosh,112042
cut,1500
