varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 14:58:32
Start_of_run,18-May-2015 20:00:00
End_of_run,20-May-2015 05:58:50
Risk factor,0.888004116601844
endHEHcyp,31467393587.7087
endTHtosh,27943175044.6158
endpot,2.0846348992e+15
mkHEHcyp,1.47529913304602e-05
meanerrorCyp,0.012218349566164
comberrorCyp,0.106701865335715
mkTHto3V,1.32162820706256e-05
meanerrorTosh,0.00609096201115527
seucyp,207310.666666667
seutosh,102011.333333333
cut,1500
