varmatrix_1,varmatrix_2
Time_of_data,02-Sep-2015 10:17:08
Start_of_run,28/05/2015 20:06:00
End_of_run,29/05/2015 13:17:50
doseend100,12.7356102859267
error_final100,0.103516627148169
doseend400,12.6100342075525
error_final400,0.11372156230491
endpot,1.1005553664e+15
mk100,1.15719850856625e-14
mk400,1.1457882622299e-14
cut,2500
