varmatrix_1,varmatrix_2
Time_of_data,09-Jun-2015 15:32:00
Start_of_run,28/05/2015 20:06:00
End_of_run,29/05/2015 13:17:50
doseend100,20.9996298203965
error_final100,0.0535465258641809
doseend400,24.4070845667695
error_final400,NaN
endpot,1.1005553664e+15
mk100,1.90809390072649e-14
mk400,2.21770619742711e-14
cut,2500
