varmatrix_1,varmatrix_2
Time_of_data,02-Sep-2015 10:31:18
Start_of_run,28/05/2015 20:06:00
End_of_run,29/05/2015 13:17:50
doseend100,7.71740650631764
error_final100,0.134267241883459
doseend400,9.00992815479509
error_final400,0.124725239530153
endpot,1.1005553664e+15
mk100,7.01228374503489e-15
mk400,8.18671048260593e-15
cut,2500
