varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 15:10:37
Start_of_run,22-May-2015 11:04:00
End_of_run,25-May-2015 20:27:40
Risk factor,19.2237214948172
endHEHcyp,NaN
endTHtosh,154581565862.877
endpot,5.5480460672e+15
mkHEHcyp,1.43585069146443e-06
meanerrorCyp,0.0215481824778298
comberrorCyp,0.108168036721103
mkTHto3V,2.79679244057801e-05
meanerrorTosh,0.00307502682140531
seucyp,54876
seutosh,409414.5
cut,1500
