varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 15:07:19
Start_of_run,22-May-2015 11:04:00
End_of_run,25-May-2015 20:27:40
Risk factor,11.3485279941589
endHEHcyp,14302770416.1926
endTHtosh,162315390462.189
endpot,5.5480460672e+15
mkHEHcyp,2.61217290261146e-06
meanerrorCyp,0.0172473165902342
comberrorCyp,0.107393993917555
mkTHto3V,2.92583019537585e-05
meanerrorTosh,0.00279433995534522
seucyp,96156
seutosh,435364.5
cut,1500
