varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 15:08:49
Start_of_run,22-May-2015 11:04:00
End_of_run,25-May-2015 20:27:40
Risk factor,7.98050185238854
endHEHcyp,19007919291.4896
endTHtosh,151692735115.785
endpot,5.5480460672e+15
mkHEHcyp,3.38054610199925e-06
meanerrorCyp,0.0104612680118138
comberrorCyp,0.106514966687386
mkTHto3V,2.7367395343584e-05
meanerrorTosh,0.00234507685293835
seucyp,126963.333333333
seutosh,412135.5
cut,1500
