varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 15:08:13
Start_of_run,22-May-2015 11:04:00
End_of_run,25-May-2015 20:27:40
Risk factor,9.94750559424333
endHEHcyp,NaN
endTHtosh,156064552950.447
endpot,5.5480460672e+15
mkHEHcyp,2.80929481509982e-06
meanerrorCyp,0.00931331858635526
comberrorCyp,0.106408354479763
mkTHto3V,2.81073475280467e-05
meanerrorTosh,0.00223732510053932
seucyp,105191
seutosh,420405.5
cut,1500
