varmatrix_1,varmatrix_2
Time_of_data,03-Sep-2015 10:48:25
Start_of_run,18/05/2015 20:00:00
End_of_run,20/05/2015 05:59:20
doseend100,5.87795597710084
error_final100,0.890299232026864
doseend400,6.99093026099935
error_final400,0.795473735065961
endpot,2.0852162016e+15
mk100,2.81887123867091e-15
mk400,3.35261650836741e-15
cut,2500
