varmatrix_1,varmatrix_2
Time_of_data,09-Jun-2015 11:01:25
Start_of_run,18/05/2015 20:00:00
End_of_run,20/05/2015 05:59:20
doseend100,10.482802313508
error_final100,0.185163116312371
doseend400,13.412745990112
error_final400,0.1
endpot,2.0852162016e+15
mk100,5.02720164243134e-15
mk400,6.43230470769425e-15
cut,2500
