varmatrix_1,varmatrix_2
Time_of_data,09-Jun-2015 11:03:43
Start_of_run,18/05/2015 20:00:00
End_of_run,20/05/2015 05:59:20
doseend100,15.2577680820982
error_final100,0.07056801953894
doseend400,16.8542577287956
error_final400,0.1
endpot,2.0852162016e+15
mk100,7.31711564028269e-15
mk400,8.08273871834645e-15
cut,2500
