varmatrix_1,varmatrix_2
Time_of_data,09-Jun-2015 11:04:42
Start_of_run,18/05/2015 20:00:00
End_of_run,20/05/2015 05:59:20
doseend100,5.03695445440935
error_final100,0.119394135703037
doseend400,6.02465494928593
error_final400,0.1
endpot,2.0852162016e+15
mk100,2.41555501561155e-15
mk400,2.88922316288506e-15
cut,2500
