varmatrix_1,varmatrix_2
Time_of_data,10-Jun-2015 10:43:34
Start_of_run,29-May-2015 20:25:00
End_of_run,30-May-2015 20:15:50
Risk factor,0.892556107133697
endHEH5V,45094182181.0966
endTH3V,40249087701.9373
endpot,1.7746775424e+15
mkHEH5V,2.54196743314308e-05
mkTH3V,2.26955496501824e-05
seuV5,18866.5
seuV3,146720.5
cut,1500
