varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 14:48:47
Start_of_run,29-May-2015 20:25:00
End_of_run,30-May-2015 20:15:50
Risk factor,1.30756600720296
endHEHcyp,60983543161.8186
endTHtosh,NaN
endpot,1.7746775424e+15
mkHEHcyp,3.42173412722349e-05
meanerrorCyp,0.00478473978858285
comberrorCyp,0.106107934363291
mkTHto3V,4.46414879663579e-05
meanerrorTosh,0.00537289411602611
seucyp,402096
seutosh,264221.666666667
cut,1500
