varmatrix_1,varmatrix_2
Time_of_data,09-Jun-2015 15:09:02
Start_of_run,22/05/2015 11:04:00
End_of_run,25/05/2015 20:27:40
doseend100,6.55609112511872
error_final100,0.0618007446508684
doseend400,7.14126656869647
error_final400,0.1
endpot,5.5480460672e+15
mk100,1.18169370724556e-15
mk400,1.2871678573319e-15
cut,2500
