varmatrix_1,varmatrix_2
Time_of_data,09-Jun-2015 15:19:56
Start_of_run,22/05/2015 11:04:00
End_of_run,25/05/2015 20:27:40
doseend100,8.49113891641129
error_final100,0.0355311004976471
doseend400,8.60009616747296
error_final400,0.1
endpot,5.5480460672e+15
mk100,1.53047375843017e-15
mk400,1.55011260961164e-15
cut,2500
