varmatrix_1,varmatrix_2
Time_of_data,09-Jun-2015 15:20:52
Start_of_run,22/05/2015 11:04:00
End_of_run,25/05/2015 20:27:40
doseend100,2.58986426793277
error_final100,0.125552986761528
doseend400,2.48416563456079
error_final400,0.1
endpot,5.5480460672e+15
mk100,4.66806554337036e-16
mk400,4.4775504825873e-16
cut,2500
