varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 14:50:38
Start_of_run,02-Jun-2015 09:59:00
End_of_run,02-Jun-2015 21:15:00
Risk factor,1.23236069196935
endHEHcyp,35592159076.2522
endTHtosh,43862377787.8936
endpot,974807030400000
mkHEHcyp,3.65283934222932e-05
meanerrorCyp,0.0193652236208257
comberrorCyp,0.107754405412886
mkTHto3V,4.50276599895297e-05
meanerrorTosh,0.000892385751573752
seucyp,234643
seutosh,147249.666666667
cut,1500
