varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 14:49:06
Start_of_run,02-Jun-2015 09:59:00
End_of_run,02-Jun-2015 21:15:40
Risk factor,1.13689685937412
endHEHcyp,39310451604.0781
endTHtosh,44691928969.2545
endpot,975523203200000
mkHEHcyp,4.03644878122722e-05
meanerrorCyp,0.00755670482220109
comberrorCyp,0.106269016123091
mkTHto3V,4.55698637003823e-05
meanerrorTosh,0.00344899785863368
seucyp,259107.666666667
seutosh,152875.666666667
cut,1500
