varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 10:59:39
Start_of_run,12-Nov-2014 16:55:00
End_of_run,13-Nov-2014 11:43:30
Risk factor,2.251
endHEH5V,34270637362.545
meanerrorTosh,0.0708929633507141
comberrorTosh,0.145446939646889
endpot,697415241600000
mkHEH5V,4.38551191524208e-05
seuV5,16339.9999999999
cut,1500
