varmatrix_1,varmatrix_2
Time_of_data,08-Oct-2015 14:54:30
Start_of_run,02-Jun-2015 09:59:00
End_of_run,02-Jun-2015 21:15:00
Risk factor,0.769027162745379
endHEHcyp,53076831792.2468
endTHtosh,40817525360.7053
endpot,974807030400000
mkHEHcyp,5.42792929669556e-05
meanerrorCyp,0.00206860750668618
comberrorCyp,0.10602018268715
mkTHto3V,4.14410531428709e-05
meanerrorTosh,0.00363479433978752
seucyp,349594.666666667
seutosh,155646.25
cut,1500
