varmatrix_1,varmatrix_2
Time_of_data,09-Jun-2015 15:59:57
Start_of_run,02/06/2015 09:59:00
End_of_run,02/06/2015 21:16:30
doseend100,31.789707728715
error_final100,0.0746995665739782
doseend400,16.8721468418158
error_final400,NaN
endpot,975523203200000
mk100,3.25873414639811e-14
mk400,1.72954849115534e-14
cut,2500
